Date,Open,High,Low,Close,Change,Volume
2011-07-07,8689.51,8706.83,8618.54,8627.67,-61.13,65095456
2011-07-08,8628.86,8628.86,8548.99,8596.72,-30.95,29526204
2011-07-11,8604.85,8617.62,8529.6,8531.63,-65.09,31591184
2011-07-12,8534.21,8563.84,8443.14,8465.33,-66.3,32212610
2011-07-13,8481.71,8542.02,8470.21,8511.71,46.38,42497436
2011-07-14,8470.08,8531.04,8462.86,8513.34,1.63,25316004
2011-07-15,8521.41,8610.5,8514.11,8563.75,50.41,69234424
2011-07-18,8588.89,8621.75,8525.0,8540.93,-22.82,57341816
2011-07-19,8564.02,8642.23,8524.98,8621.88,80.95,88106376
2011-07-20,8625.29,8657.34,8607.61,8614.42,-7.46,83251104
2011-07-21,8627.13,8663.1,8616.34,8642.91,28.49,70323336
2011-07-22,8654.55,8690.61,8640.37,8644.6,1.69,126254688
2011-07-25,8650.36,8652.69,8578.34,8621.22,-23.38,32871916
2011-07-26,8592.69,8634.2,8554.93,8568.36,-52.86,54538244
2011-07-27,8574.1,8595.25,8478.64,8501.36,-67.0,61221184
2011-07-28,8501.84,8533.35,8351.04,8389.58,-111.78,64316160
2011-07-29,8397.21,8469.19,8358.05,8449.87,60.29,46165264
2011-08-01,8459.08,8541.4,8459.08,8490.38,40.51,38935288
2011-08-02,8490.87,8508.98,8451.04,8472.09,-18.29,14941552
2011-08-03,8470.6,8470.6,8258.88,8279.3,-192.79,46108652
2011-08-04,8281.38,8323.87,8154.96,8215.17,-64.13,48579564
2011-08-05,8170.13,8170.13,7843.21,7891.52,-323.65,113170576
2011-08-08,7842.0,7935.15,7687.74,7901.96,10.44,106740440
2011-08-09,7757.62,7819.49,7667.16,7667.8,-234.16,69143496
2011-08-10,7681.19,7890.34,7681.19,7854.23,186.43,67652840
2011-08-11,7788.17,7856.53,7724.86,7826.38,-27.85,58450620
2011-08-12,7829.29,7923.06,7811.83,7828.28,1.9,53866744
2011-08-15,7842.34,7850.61,7749.67,7765.95,-62.33,25904628
2011-08-16,7773.09,7813.52,7721.88,7808.01,42.06,26768252
2011-08-17,7825.28,7855.42,7790.39,7831.38,23.37,46330596
2011-08-18,7801.3,7866.02,7712.96,7735.95,-95.43,41622496
2011-08-19,7720.47,7720.47,7557.13,7571.75,-164.2,41012872
2011-08-22,7540.25,7632.89,7515.81,7579.29,7.54,35727808
2011-08-23,7573.64,7581.62,7499.08,7549.52,-29.77,22397524
2011-08-24,7602.66,7681.76,7590.88,7611.58,62.06,39979455
2011-08-25,7623.27,7658.34,7543.33,7581.0,-30.58,44820707
2011-08-29,7548.79,7597.95,7488.91,7582.42,1.42,36828024
2011-08-30,7585.46,7696.91,7585.46,7693.59,111.17,53056752
2011-09-05,7696.67,7828.85,7690.7,7753.23,59.64,74192464
2011-09-06,7763.55,7865.92,7718.4,7857.94,104.71,87041336
2011-09-07,7879.57,7897.42,7855.35,7867.95,10.01,86234360
2011-09-08,7878.84,7929.48,7876.02,7881.51,13.56,90931904
2011-09-09,7874.04,7916.26,7827.64,7844.27,-37.24,72657120
2011-09-12,7831.67,7831.67,7746.63,7774.13,-70.14,45283176
2011-09-13,7784.06,7840.77,7754.99,7827.87,53.74,26127205
2011-09-14,7824.05,7872.64,7803.99,7848.79,20.92,75725648
2011-09-15,7856.04,7897.43,7848.04,7854.22,5.43,54110100
2011-09-16,7867.13,7893.56,7854.93,7889.89,35.67,46700416
2011-09-19,7900.52,7917.19,7880.91,7889.9,0.01,31165312
2011-09-20,7903.83,8013.95,7884.2,7998.37,108.47,49260424
2011-09-21,8039.57,8214.8,8039.57,8214.75,216.38,117143432
2011-09-22,8213.83,8240.75,8089.94,8107.6,-107.15,82729136
2011-09-23,8061.49,8081.87,7964.57,8050.84,-56.76,79298784
2011-09-26,8026.69,8026.69,7748.28,7820.68,-230.16,79813960
2011-09-27,7863.4,8010.31,7863.4,7999.14,178.46,71516440
2011-09-28,8010.18,8082.17,7980.31,8062.38,63.24,87381688
2011-09-29,8065.27,8088.5,8042.99,8074.51,12.13,80556992
2011-09-30,8080.61,8184.01,8080.61,8159.12,84.61,96866576
2011-10-03,8154.13,8164.09,8096.64,8124.75,-34.37,55946756
2011-10-04,8127.3,8277.98,8127.3,8269.86,145.11,105657736
2011-10-05,8291.83,8315.37,8214.98,8227.85,-42.01,82644944
2011-10-06,8294.93,8296.29,8192.86,8206.4,-21.45,62750792
2011-10-07,8260.88,8265.29,8211.44,8216.8,10.4,70482896
2011-10-10,8258.08,8473.77,8258.08,8374.58,157.78,183078575
2011-10-11,8377.91,8407.57,8331.59,8348.81,-25.77,141708492
2011-10-12,8353.42,8394.83,8325.47,8353.71,4.9,117813233
2011-10-13,8378.51,8392.11,8279.83,8292.03,-61.68,91682704
2011-10-14,8296.88,8328.72,8256.19,8305.34,13.31,92163621
2011-10-17,8311.63,8342.59,8280.08,8297.53,-7.81,79474904
2011-10-18,8298.06,8332.57,8250.07,8255.63,-41.9,81147440
2011-10-19,8266.97,8288.16,8027.57,8077.43,-178.2,112420944
2011-10-20,8074.34,8133.54,8055.76,8107.59,30.16,75406456
2011-10-21,8104.45,8128.39,7945.54,8000.65,-106.94,82123824
2011-10-25,8015.0,8098.63,7983.99,7995.88,-4.77,69225792
2011-10-26,7986.38,8009.6,7885.84,7904.79,-91.09,80940528
2011-10-27,7909.74,7934.79,7806.99,7830.19,-74.6,69758024
2011-10-28,7837.74,8037.07,7837.74,8011.64,181.45,81083240
2011-10-31,8020.14,8259.5,8020.14,8215.84,204.2,101135104
2011-11-01,8231.01,8331.04,8120.44,8145.88,-69.96,84404584
2011-11-02,8127.58,8182.9,8063.25,8135.62,-10.26,63860016
2011-11-03,8130.88,8214.19,8130.88,8175.56,39.94,61486708
2011-11-04,8199.84,8287.31,8180.88,8274.17,98.61,55885432
2011-11-10,8258.19,8308.21,8235.96,8281.27,7.1,48732720
2011-11-11,8297.62,8374.44,8297.62,8325.63,44.36,38390344
2011-11-14,8334.35,8370.96,8286.71,8304.29,-21.34,39566840
2011-11-15,8315.16,8332.04,8247.89,8293.44,-10.85,49272128
2011-11-16,8303.1,8382.45,8275.94,8291.3,-2.14,51340144
2011-11-17,8293.51,8311.66,8234.37,8237.53,-53.77,28661072
2011-11-18,8240.24,8278.19,8187.51,8254.32,16.79,38838072
2011-11-21,8251.56,8297.44,8203.7,8223.56,-30.76,31097286
2011-11-22,8221.78,8224.5,8127.64,8138.36,-85.2,28368316
2011-11-23,8147.59,8184.83,8044.21,8051.65,-86.71,33565400
2011-11-24,8050.41,8132.19,8011.71,8114.7,63.05,50796284
2011-11-25,8116.2,8145.14,8039.85,8061.05,-53.65,28176216
2011-11-28,8004.1,8004.1,7898.18,7958.45,-102.6,46243356
2011-11-29,7980.31,8040.11,7912.4,7966.43,7.98,37386360
2011-11-30,7969.28,8024.73,7965.88,7984.53,18.1,38491160
2011-12-01,7996.64,8037.68,7996.64,8002.62,18.09,27472320
2011-12-02,8000.83,8001.47,7798.67,7881.37,-121.25,36050024
2011-12-07,7898.11,7939.75,7771.93,7818.86,-62.51,37871704
2011-12-08,7816.1,7907.39,7762.45,7890.19,71.33,50274176
2011-12-09,7884.38,7981.57,7857.84,7936.79,46.6,42977368
2011-12-12,7931.77,8029.76,7931.77,7942.03,5.24,45753832
2011-12-13,7961.0,7968.87,7804.29,7811.42,-130.61,41084164
2011-12-14,7817.93,7859.6,7809.03,7825.14,13.72,34960616
2011-12-15,7817.61,7817.61,7660.52,7715.15,-109.99,52038976
2011-12-16,7668.41,7678.51,7549.17,7638.56,-76.59,47641212
2011-12-19,7669.11,7728.49,7646.74,7674.09,35.53,36453784
2011-12-20,7677.57,7865.8,7629.24,7841.33,167.24,77801464
2011-12-21,7844.98,7887.92,7771.74,7797.21,-44.12,46576436
2011-12-22,7800.91,7835.93,7784.61,7824.42,27.21,33212336
2011-12-23,7829.03,7877.09,7803.47,7818.77,-5.65,30624712
2011-12-26,7824.84,7869.07,7823.1,7826.23,7.46,17561828
2011-12-27,7825.91,7860.6,7809.59,7826.66,0.43,19577920
2011-12-28,7829.61,7872.03,7826.78,7856.03,29.37,46028408
2011-12-29,7866.01,7930.49,7852.54,7912.96,56.93,44561328
2011-12-30,7913.65,7933.81,7820.99,7856.82,-56.14,62569084
2012-01-02,7851.72,7852.42,7755.88,7815.14,-41.68,33167404
2012-01-03,7819.46,7902.89,7796.69,7895.18,80.04,63047456
2012-01-04,7916.15,7935.15,7852.54,7868.73,-26.45,46131600
2012-01-05,7861.68,7872.91,7726.48,7755.65,-113.08,29638872
2012-01-06,7765.49,7808.1,7684.3,7716.86,-38.79,39043392
2012-01-09,7732.17,7741.67,7651.72,7661.66,-55.2,20914676
2012-01-10,7658.82,7658.82,7482.02,7588.94,-72.72,43524248
2012-01-11,7577.59,7610.46,7547.65,7587.83,-1.11,23057548
2012-01-12,7585.82,7585.82,7531.54,7575.14,-12.69,21120262
2012-01-13,7575.71,7669.94,7568.52,7645.11,69.97,32057100
2012-01-16,7651.65,7710.13,7624.81,7709.32,64.21,26681324
2012-01-17,7715.08,7851.78,7715.08,7835.98,126.66,53112396
2012-01-18,7859.28,8002.51,7856.1,7998.08,162.1,83732192
2012-01-19,8013.59,8067.81,7969.54,7979.01,-19.07,92473960
2012-01-20,7980.93,8229.56,7980.93,8152.32,173.31,178424768
2012-01-23,8162.13,8356.3,8162.13,8332.65,180.33,230138576
2012-01-24,8350.88,8376.46,8285.82,8306.62,-26.03,200055392
2012-01-25,8304.25,8338.26,8268.31,8279.89,-26.73,124848752
2012-01-26,8281.55,8336.47,8228.58,8237.84,-42.05,95533864
2012-01-27,8240.91,8300.62,8234.72,8285.82,47.98,75602976
2012-01-30,8298.17,8315.12,8214.13,8231.91,-53.91,67056768
2012-01-31,8237.75,8297.11,8222.96,8225.97,-5.94,60176436
2012-02-01,8239.41,8302.68,8238.49,8265.16,39.19,93437848
2012-02-02,8273.94,8317.61,8256.11,8270.82,5.66,107722512
2012-02-03,8260.49,8333.36,8260.49,8314.78,43.96,130416832
2012-02-06,8318.57,8479.81,8318.57,8426.35,111.57,196299232
2012-02-07,8441.89,8541.52,8421.33,8527.93,101.58,162115104
2012-02-08,8551.96,8617.4,8507.11,8522.6,-5.33,243295840
2012-02-09,8523.15,8562.92,8470.93,8491.38,-31.22,139144672
2012-02-10,8495.81,8563.88,8482.52,8504.74,13.36,107140544
2012-02-13,8508.59,8545.96,8458.44,8520.25,15.51,116090920
2012-02-14,8527.47,8584.23,8517.07,8525.28,5.03,148203072
2012-02-15,8534.54,8585.94,8533.47,8565.37,40.09,172080016
2012-02-16,8579.03,8645.33,8577.23,8633.08,67.71,205563792
2012-02-17,8661.65,8773.78,8661.65,8696.45,63.37,233268880
2012-02-20,8708.7,8765.61,8707.29,8716.49,20.04,232851440
2012-02-21,8716.74,8783.19,8696.02,8741.09,24.6,322473760
2012-02-22,8753.36,8818.1,8753.36,8775.4,34.31,272371392
2012-02-23,8780.37,8793.06,8703.97,8714.55,-60.85,178045696
2012-02-24,8725.67,8851.03,8722.92,8841.89,127.34,192346608
2012-02-27,8855.09,8900.5,8808.95,8865.49,23.6,205790192
2012-02-28,8862.64,8924.0,8851.88,8859.47,-6.02,217592512
2012-02-29,8896.7,8976.99,8896.7,8946.64,87.17,206475408
2012-03-01,8949.78,8995.7,8917.38,8985.02,38.38,182219488
2012-03-02,8996.2,9100.98,8994.95,9090.72,105.7,253003904
2012-03-05,9109.17,9245.46,9089.24,9222.06,131.34,295138432
2012-03-06,9236.4,9284.66,9217.31,9258.15,36.09,250514224
2012-03-07,9271.72,9312.68,9209.04,9219.36,-38.79,318609248
2012-03-08,9238.77,9308.79,9235.24,9258.31,38.95,358177670
2012-03-09,9260.92,9376.68,9260.92,9326.32,68.01,552793472
2012-03-12,9331.01,9472.25,9331.01,9348.8,22.48,576823040
2012-03-13,9353.82,9381.38,9282.77,9291.08,-57.72,313592064
2012-03-14,9305.91,9416.27,9305.91,9347.98,56.9,347208672
2012-03-15,9354.6,9420.23,9292.79,9417.0,69.02,336913792
2012-03-16,9425.87,9457.26,9275.43,9310.86,-106.14,426213920
2012-03-19,9311.66,9337.26,9125.23,9149.44,-161.42,256860000
2012-03-20,9147.37,9320.56,9128.33,9307.31,157.87,247813696
2012-03-21,9315.55,9380.82,9285.47,9301.99,-5.32,266068608
2012-03-22,9314.93,9331.79,9251.74,9297.4,-4.59,225976352
2012-03-26,9305.69,9332.67,9284.14,9319.95,22.55,278010112
2012-03-27,9317.95,9450.69,9314.89,9441.21,121.26,352783616
2012-03-28,9464.03,9591.35,9450.53,9525.78,84.57,450238400
2012-03-29,9527.61,9569.74,9444.26,9510.53,-15.25,344578048
2012-03-30,9519.95,9653.84,9519.95,9649.95,139.42,413941056
2012-04-02,9631.85,9691.06,9568.41,9584.52,-65.43,315368416
2012-04-03,9584.42,9629.19,9536.03,9603.58,19.06,318143808
2012-04-04,9608.02,9788.76,9608.02,9780.09,176.51,409301440
2012-04-05,9803.1,9811.54,9696.5,9710.35,-69.74,457944800
2012-04-06,9712.49,9848.8,9712.49,9749.45,39.1,433019328
2012-04-09,9758.73,9855.99,9728.57,9747.37,-2.08,348244576
2012-04-10,9749.87,9843.28,9749.87,9775.73,28.36,290421216
2012-04-11,9790.08,9829.23,9701.82,9726.57,-49.16,511291040
2012-04-12,9724.67,9735.64,9571.85,9632.68,-93.89,340509984
2012-04-13,9632.06,9848.41,9632.06,9695.54,62.86,380025120
2012-04-16,9701.9,9714.66,9538.64,9679.91,-15.63,261021072
2012-04-17,9696.69,9769.73,9675.63,9675.63,-4.28,268727872
2012-04-18,9699.35,9819.36,9699.13,9802.39,126.76,261515056
2012-04-19,9804.03,9837.89,9741.87,9794.91,-7.48,307931360
2012-04-20,9804.7,9882.47,9790.68,9797.35,2.44,244205456
2012-04-23,9814.71,9911.81,9807.38,9899.15,101.8,213340160
2012-04-24,9935.48,9998.26,9924.46,9931.67,32.52,297163552
2012-04-25,9950.41,10050.64,9949.72,9978.08,46.41,306800544
2012-04-26,9980.22,10043.77,9841.83,9868.95,-109.13,270527648
2012-04-27,9876.21,9987.99,9829.44,9849.11,-19.84,196158464
2012-04-30,9854.61,9868.31,9746.99,9812.71,-36.4,164070848
2012-05-02,9821.75,9937.08,9819.54,9925.71,113.0,246394224
2012-05-03,9969.0,10138.07,9969.0,10113.8,188.09,293970400
2012-05-04,10141.1,10254.21,10141.1,10238.21,124.41,335166560
2012-05-07,10262.41,10306.15,10221.12,10245.92,7.71,254414496
2012-05-08,10265.29,10293.2,10155.04,10176.5,-69.42,226218176
2012-05-09,10177.25,10271.19,10177.25,10251.16,74.66,318885600
2012-05-10,10284.0,10298.26,10102.09,10116.6,-134.56,268853216
2012-05-11,10105.68,10134.44,9971.7,9983.28,-133.32,236945456
2012-05-14,9986.79,10040.99,9945.55,9985.47,2.19,101423840
2012-05-15,9998.13,10082.96,9991.3,10041.67,56.2,152800688
2012-05-16,10046.55,10057.6,9870.17,9881.86,-159.81,146000672
2012-05-17,9906.41,9934.03,9821.73,9875.69,-6.17,143055264
2012-05-18,9886.05,9905.89,9728.89,9737.79,-137.9,175707520
2012-05-21,9748.4,9794.93,9743.45,9750.31,12.52,81448624
2012-05-22,9759.6,9947.29,9759.6,9935.81,185.5,179108736
2012-05-23,9937.24,9938.82,9843.94,9863.49,-72.32,175620496
2012-05-24,9861.21,9904.85,9774.65,9802.97,-60.52,177585456
2012-05-25,9816.02,9848.59,9796.48,9802.02,-0.95,165289072
2012-05-28,9810.26,9898.11,9810.26,9880.0,77.98,181329520
2012-05-29,9891.89,9977.42,9891.89,9909.16,29.16,160177712
2012-05-30,9912.6,9930.83,9766.71,9771.3,-137.86,129271416
2012-05-31,9769.28,9819.2,9702.24,9714.33,-56.97,124763216
2012-06-01,9728.76,9843.9,9708.83,9781.39,67.06,107090784
2012-06-04,9794.54,9802.65,9690.79,9699.36,-82.03,95714136
2012-06-05,9713.26,9724.98,9611.27,9663.33,-36.03,67622880
2012-06-06,9668.14,9753.08,9668.14,9685.87,22.54,77899952
2012-06-07,9685.51,9747.7,9609.25,9657.59,-28.28,110652904
2012-06-08,9667.29,9698.89,9517.57,9550.94,-106.65,124437296
2012-06-11,9569.72,9632.95,9546.85,9578.99,28.05,60206084
2012-06-12,9591.5,9592.8,9437.64,9460.5,-118.49,70704792
2012-06-13,9487.37,9532.95,9404.11,9422.33,-38.17,77658280
2012-06-14,9428.56,9641.18,9428.56,9618.54,196.21,114327088
2012-06-15,9630.14,9685.73,9594.87,9630.48,11.94,109142608
2012-06-18,9640.42,9732.38,9640.42,9687.35,56.87,79961368
2012-06-19,9682.79,9682.79,9604.54,9638.8,-48.55,75992824
2012-06-20,9641.92,9704.55,9602.25,9625.9,-12.9,47417764
2012-06-21,9623.14,9646.07,9531.67,9577.98,-47.92,57159068
2012-06-22,9578.17,9688.23,9535.86,9670.12,92.14,84863544
2012-06-25,9686.0,9702.38,9601.88,9608.94,-61.18,56825900
2012-06-26,9610.19,9653.68,9574.63,9615.66,6.72,57989265
2012-06-27,9618.21,9727.38,9613.95,9709.19,93.53,94364696
2012-06-28,9717.04,9765.21,9698.61,9713.55,4.36,63362596
2012-06-29,9714.89,9766.55,9687.84,9708.31,-5.24,74047264
2012-07-02,9715.73,9955.55,9715.73,9935.78,227.47,106453720
2012-07-03,9955.33,10008.4,9919.61,9977.94,42.16,119364544
2012-07-04,10025.55,10061.05,9956.22,9961.81,-16.13,100826312
2012-07-05,9970.57,9988.95,9947.25,9958.25,-3.56,38844828
2012-07-06,9959.01,10064.39,9958.19,10055.39,97.14,94336568
2012-07-09,10060.3,10119.16,10019.49,10105.91,50.52,89542888
2012-07-10,10114.27,10146.32,10090.5,10101.66,-4.25,82530168
2012-07-11,10103.98,10123.97,10077.13,10108.41,6.75,80603784
2012-07-12,10110.62,10195.13,10098.07,10129.69,21.28,109104960
2012-07-13,10140.19,10187.2,10070.33,10082.88,-46.81,111919952
2012-07-16,10094.76,10141.16,10094.76,10116.99,34.11,73852232
2012-07-17,10145.44,10184.12,10111.56,10157.94,40.95,105343464
2012-07-18,10162.4,10266.7,10156.97,10266.7,108.76,167985120
2012-07-19,10278.03,10293.15,10235.65,10251.81,-14.89,164996336
2012-07-20,10253.47,10293.41,10233.87,10245.25,-6.56,96121304
2012-07-23,10248.26,10255.15,10203.26,10216.88,-28.37,27548960
2012-07-24,10215.04,10228.93,10184.88,10203.29,-13.59,56853380
2012-07-25,10203.16,10274.17,10199.42,10240.68,37.39,57450020
2012-07-26,10247.47,10279.85,10234.2,10236.89,-3.79,81467208
2012-07-27,10238.68,10247.88,10195.58,10222.7,-14.19,58339352
2012-07-30,10226.69,10246.46,10203.17,10217.87,-4.83,81817672
2012-07-31,10221.48,10276.03,10221.24,10264.58,46.71,77797050
2012-08-01,10271.8,10372.88,10252.95,10364.33,99.75,104646784
2012-08-02,10370.61,10414.12,10355.76,10367.31,2.98,101513640
2012-08-03,10367.49,10367.49,10319.05,10329.39,-37.92,48051912
2012-08-06,10333.66,10402.2,10308.12,10326.82,-2.57,57740472
2012-08-07,10327.66,10378.58,10309.26,10323.05,-3.77,44096040
2012-08-08,10327.59,10384.07,10327.59,10373.15,50.1,84097680
2012-08-09,10382.43,10420.25,10337.29,10381.58,8.43,73745616
2012-08-10,10394.51,10403.26,10354.84,10383.18,1.6,36463112
2012-08-13,10439.64,10501.73,10433.47,10487.99,104.81,192914384
2012-08-15,10509.11,10544.97,10492.81,10528.93,40.94,172521744
2012-08-16,10539.05,10577.48,10518.29,10550.83,21.9,95298496
2012-08-23,10562.33,10627.84,10562.33,10615.79,64.96,221442496
2012-08-24,10623.36,10670.94,10577.99,10596.99,-18.8,323980608
2012-08-27,10612.36,10705.35,10611.42,10695.32,98.33,260464304
2012-08-28,10708.57,10787.37,10705.74,10740.58,45.26,304509152
2012-08-29,10743.79,10755.71,10664.21,10679.91,-60.67,218873856
2012-08-30,10683.97,10779.51,10683.97,10752.46,72.55,241489472
2012-08-31,10767.72,10865.76,10767.72,10844.53,92.07,266923408
2012-09-03,10847.86,10912.05,10847.86,10879.5,34.97,214959795
2012-09-04,10895.46,10910.71,10848.38,10857.7,-21.8,194963648
2012-09-05,10861.34,10916.97,10787.6,10795.18,-62.52,185941712
2012-09-06,10864.75,10881.56,10693.96,10726.17,-69.01,203375808
2012-09-07,10758.35,10810.14,10753.98,10772.34,46.17,243501136
2012-09-10,10775.86,10822.26,10751.51,10761.77,-10.57,221778864
2012-09-11,10761.78,10796.97,10733.79,10743.09,-18.68,163291972
2012-09-12,10749.74,10809.97,10749.74,10785.85,42.76,188385840
2012-09-13,10786.11,10830.89,10780.52,10803.37,17.52,164717280
2012-09-14,10838.9,10907.29,10838.9,10898.79,95.42,140992800
2012-09-17,10903.93,10959.36,10854.96,10863.05,-35.74,97940568
2012-09-18,10869.16,10951.3,10869.16,10945.31,82.26,139237872
2012-09-19,10970.0,11011.21,10945.16,10992.97,47.66,144632608
2012-09-20,11004.9,11023.39,10891.82,10901.2,-91.77,168261264
2012-09-24,10921.74,10945.48,10830.02,10844.35,-56.85,100601768
2012-09-25,10853.01,10893.82,10836.69,10844.47,0.12,117931784
2012-09-26,10877.33,10887.18,10838.31,10862.93,18.46,103552272
2012-09-27,10868.03,10899.39,10814.81,10838.75,-24.18,109714712
2012-09-28,10839.03,10957.56,10824.24,10897.78,59.03,138121504
2012-10-01,10901.48,10982.02,10875.84,10976.08,78.3,149604752
2012-10-02,10983.12,11088.57,10983.12,11034.45,58.37,153465920
2012-10-03,11038.13,11102.16,11008.76,11080.63,46.18,115663648
2012-10-04,11095.18,11153.04,11093.18,11136.5,55.87,149324432
2012-10-05,11138.23,11176.29,11105.34,11116.24,-20.26,160602000
2012-10-08,11126.82,11185.53,11031.86,11046.1,-70.14,137831520
2012-10-09,11041.69,11082.02,11000.36,11069.48,23.38,124424552
2012-10-11,11116.06,11219.82,11114.94,11173.67,104.19,115735280
2012-10-12,11180.06,11267.71,11068.51,11076.38,-97.29,124040688
2012-10-15,11077.36,11150.9,11077.36,11128.44,52.06,90374752
2012-10-16,11129.21,11161.74,11045.75,11051.62,-76.82,92870600
2012-10-17,11052.07,11075.38,10993.94,11049.83,-1.79,102803328
2012-10-18,11065.85,11107.69,11010.91,11022.48,-27.35,149541392
2012-10-19,11029.06,11096.49,11028.46,11092.89,70.41,227922800
2012-10-22,11103.06,11159.57,11099.04,11148.72,55.83,171373856
2012-10-23,11160.69,11200.15,11139.62,11148.37,-0.35,122387488
2012-10-24,11157.42,11194.23,11150.92,11170.01,21.64,173233920
2012-10-25,11168.85,11173.68,11114.85,11125.33,-44.68,171185872
2012-10-30,11131.3,11131.3,11071.63,11085.18,-40.15,92441224
2012-10-31,11079.99,11166.49,11079.99,11156.81,71.63,150615168
2012-11-01,11160.32,11221.72,11160.32,11200.46,43.65,198843248
2012-11-02,11204.87,11300.43,11201.55,11293.96,93.5,202417936
2012-11-05,11305.75,11365.02,11305.75,11327.92,33.96,158693744
2012-11-06,11324.02,11324.02,11240.22,11249.41,-78.51,140598240
2012-11-07,11256.43,11394.49,11256.43,11372.7,123.29,178182448
2012-11-08,11376.66,11409.58,11323.75,11378.62,5.92,165854304
2012-11-12,11380.77,11406.54,11357.31,11368.41,-10.21,158952768
2012-11-13,11373.12,11376.19,11288.08,11311.7,-56.71,164577232
2012-11-14,11313.85,11343.99,11276.16,11323.16,11.46,156241888
2012-11-15,11328.92,11385.35,11328.92,11350.86,27.7,245273440
2012-11-16,11357.16,11406.4,11356.18,11377.65,26.79,172817792
2012-11-19,11376.99,11423.47,11376.65,11414.28,36.63,255709600
2012-11-20,11424.01,11480.39,11424.01,11432.52,18.24,341602272
2012-11-21,11448.24,11467.01,11410.8,11465.71,33.19,211187456
2012-11-22,11440.57,11477.75,11439.51,11463.46,-2.25,237439872
2012-11-23,11469.54,11501.4,11456.41,11465.68,2.22,255861056
2012-11-26,11493.79,11521.88,11486.78,11502.79,37.11,280958848
2012-11-27,11510.48,11570.06,11510.48,11563.37,60.58,346498080
2012-11-28,11576.81,11674.01,11574.87,11626.84,63.47,337193696
2012-11-29,11650.41,11711.59,11650.41,11693.09,66.25,284581920
2012-11-30,11709.51,11764.72,11659.02,11691.52,-1.57,339197184
2012-12-03,11700.16,11717.91,11637.42,11642.75,-48.77,205950608
2012-12-04,11642.82,11756.83,11642.82,11744.08,101.33,199441408
2012-12-05,11745.07,11764.8,11713.02,11749.6,5.52,244523488
2012-12-06,11754.16,11851.89,11754.16,11838.46,88.86,271807552
2012-12-07,11853.32,11908.5,11841.65,11876.64,38.18,329566112
2012-12-10,11877.14,11923.97,11851.39,11856.53,-20.11,195679904
2012-12-11,11865.1,11902.88,11799.33,11808.34,-48.19,134003000
2012-12-12,11828.88,11888.9,11828.39,11859.95,51.61,119691040
2012-12-13,11869.34,11911.05,11869.34,11905.97,46.02,128506920
2012-12-14,11909.54,11943.86,11894.97,11897.31,-8.66,138813088
2012-12-17,11901.71,11933.22,11853.78,11881.37,-15.94,95646744
2012-12-18,11886.85,11944.62,11886.85,11916.77,35.4,125748544
2012-12-19,11918.23,11950.04,11917.56,11925.89,9.12,120037144
2012-12-20,11935.25,11961.91,11920.94,11954.27,28.38,190214464
2012-12-21,11960.65,11990.06,11930.76,11938.29,-15.98,186323648
2012-12-24,11944.63,11965.05,11900.5,11951.38,13.09,150500704
2012-12-26,11952.05,11993.37,11952.05,11976.54,25.16,134771392
2012-12-27,11983.75,12002.49,11947.56,11961.32,-15.22,166113488
2012-12-28,11963.09,12009.88,11951.24,12005.29,43.97,154458880
2012-12-31,12004.1,12062.52,11957.28,11964.24,-41.05,184667312
2013-01-01,11966.21,11980.96,11891.37,11899.72,-64.52,123089368
2013-01-02,11901.55,11905.06,11595.81,11664.37,-235.35,252261728
2013-01-03,11666.31,11742.52,11643.88,11729.93,65.56,106686432
2013-01-04,11730.43,11803.43,11730.43,11771.56,41.63,104334392
2013-01-07,11769.67,11771.99,11623.41,11667.48,-104.08,101778520
2013-01-08,11676.09,11777.03,11676.09,11769.67,102.19,90179264
2013-01-09,11774.88,11832.74,11768.04,11828.06,58.39,90990080
2013-01-10,11824.5,11825.44,11677.37,11685.09,-142.97,89148968
2013-01-11,11682.19,11788.79,11679.27,11760.7,75.61,116172168
2013-01-14,11755.92,11780.29,11684.67,11772.92,12.22,87944512
2013-01-15,11776.28,11776.28,11370.3,11404.14,-368.78,239425424
2013-01-16,11406.26,11491.01,11366.32,11457.56,53.42,96064656
2013-01-17,11489.37,11624.79,11489.07,11518.87,61.31,144957408
2013-01-18,11645.93,11716.68,11645.93,11696.94,178.07,181723920
2013-01-21,11719.41,11753.48,11698.0,11726.03,29.09,128251888
2013-01-22,11728.41,11885.89,11728.41,11876.99,150.96,184130144
2013-01-23,11877.46,11928.87,11859.1,11918.7,41.71,217690928
2013-01-24,11928.86,12040.24,11928.86,12031.51,112.81,270777312
2013-01-28,12044.65,12071.79,11967.38,11984.08,-47.43,189497632
2013-01-29,11986.23,12110.4,11963.91,12092.49,108.41,196813312
2013-01-30,12098.89,12188.41,12084.84,12155.6,63.11,277634016
2013-01-31,12165.62,12222.55,12157.59,12207.26,51.66,272763712
2013-02-01,12208.41,12227.44,12178.17,12214.78,7.52,142383952
2013-02-04,12222.54,12242.07,12191.19,12211.35,-3.43,251751440
2013-02-06,12234.1,12303.45,12234.1,12263.7,52.35,335619584
2013-02-07,12264.81,12320.83,12261.3,12270.29,6.59,311408800
2013-02-08,12273.85,12381.21,12273.63,12357.25,86.96,269366752
2013-02-11,12370.28,12443.76,12368.52,12407.73,50.48,278248704
2013-02-12,12408.81,12464.93,12408.61,12434.78,27.05,236324528
